date,id_parameter,max_meteorologia,min_meteorologia,mean_meteorologia,activacion_doble_no_circula
01/02/2022,WDR,360.0,2.0,184.16334661354583,0
01/02/2022,WSP,6.7,0.2,2.1117529880478085,0
01/02/2023,RH,98.0,8.0,47.766721044045674,0
01/02/2023,TMP,26.4,-0.7,14.524448217317486,0
01/02/2023,WDR,360.0,5.0,155.99830220713073,0
01/02/2023,WSP,7.0,0.2,2.1229202037351445,0
01/02/2024,RH,96.0,27.0,46.77049180327869,0
01/02/2024,TMP,20.0,1.0,13.7467018469657,0
01/02/2024,WDR,360.0,1.0,172.9971671388102,0
01/02/2024,WSP,13.2,0.5,3.370254957507082,0
01/03/2016,PBa,,,,0
01/03/2016,RH,100.0,28.0,61.28827361563518,0
01/03/2016,TMP,22.4,5.0,15.071824104234528,0
01/03/2016,WDR,360.0,1.0,168.36610169491524,0
01/03/2016,WSP,5.0,0.1,1.6606779661016948,0
01/03/2017,PBa,,,,0
01/03/2017,RH,87.0,3.0,35.50240770465489,0
01/03/2017,TMP,28.9,0.9,18.374457429048412,0
01/03/2017,WDR,360.0,0.0,168.26003210272873,0
01/03/2017,WSP,9.3,0.1,2.518619582664526,0
01/03/2018,PBa,,,,0
01/03/2018,RH,95.0,16.0,50.01908396946565,0
01/03/2018,TMP,27.9,4.5,18.528200000000002,0
01/03/2018,WDR,359.0,1.0,178.4446902654867,0
01/03/2018,WSP,8.4,0.2,2.489823008849558,0
01/03/2019,PBa,,,,0
01/03/2019,RH,88.0,7.0,37.83769633507853,0
01/03/2019,TMP,29.6,2.9,19.024832214765098,0
01/03/2019,WDR,360.0,0.0,155.80418535127055,0
01/03/2019,WSP,6.4,0.2,1.8846038863976082,0
01/03/2020,PBa,,,,0
01/03/2020,RH,91.0,4.0,38.67210144927536,0
01/03/2020,TMP,29.4,1.8,18.692948717948717,0
01/03/2020,WDR,360.0,1.0,173.93154761904762,0
01/03/2020,WSP,7.1,0.2,2.0415178571428574,0
01/03/2021,PBa,,,,0
01/03/2021,RH,83.0,4.0,36.848017621145374,0
01/03/2021,TMP,31.9,5.3,20.11941031941032,0
01/03/2021,WDR,360.0,0.0,190.4223107569721,0
01/03/2021,WSP,7.1,0.0,2.098804780876494,0
01/03/2022,PBa,,,,0
01/03/2022,RH,98.0,1.0,27.750476190476192,0
01/03/2022,TMP,27.8,-1.8,15.538973384030419,0
01/03/2022,WDR,360.0,0.0,174.79454545454544,0
01/03/2022,WSP,7.2,0.0,1.9845454545454546,0
01/03/2023,RH,83.0,12.0,31.84455128205128,0
01/03/2023,TMP,28.6,2.4,19.235955056179776,0
01/03/2023,WDR,359.0,1.0,166.39423076923077,0
01/03/2023,WSP,6.7,0.0,1.9796474358974359,0
01/03/2024,RH,91.0,11.0,34.606593406593404,0
01/03/2024,TMP,29.4,2.5,18.265601965601967,0
01/03/2024,WDR,360.0,0.0,156.01012658227847,0
01/03/2024,WSP,19.2,0.2,5.138481012658228,0
01/04/2016,PBa,,,,0
01/04/2016,RH,80.0,14.0,29.726210350584306,0
01/04/2016,TMP,29.7,3.6,20.292833333333334,0
01/04/2016,WDR,334.0,10.0,200.14409722222223,0
01/04/2016,WSP,7.2,0.3,2.760763888888889,0
01/04/2017,PBa,,,,0
01/04/2017,RH,79.0,3.0,25.745331069609506,0
01/04/2017,TMP,29.8,3.1,19.758761061946903,0
01/04/2017,WDR,358.0,2.0,183.90088495575222,0
01/04/2017,WSP,9.1,0.2,3.2938053097345135,0
01/04/2018,PBa,,,,0
01/04/2018,RH,69.0,3.0,31.5125,0
01/04/2018,TMP,28.0,6.1,18.032675438596492,0
01/04/2018,WDR,360.0,0.0,178.1951754385965,0
01/04/2018,WSP,7.3,0.1,1.9339912280701754,0
01/04/2019,PBa,,,,0
01/04/2019,RH,92.0,18.0,38.33449477351916,0
01/04/2019,TMP,28.6,4.8,18.920735785953177,0
01/04/2019,WDR,360.0,1.0,165.24477611940299,0
01/04/2019,WSP,8.3,0.3,2.6788059701492535,0
01/04/2020,PBa,,,,0
01/04/2020,RH,91.0,14.0,47.99089253187614,0
01/04/2020,TMP,30.5,4.3,18.522363636363636,0
01/04/2020,WDR,360.0,1.0,170.4773519163763,0
01/04/2020,WSP,6.2,0.1,2.1465156794425084,0
01/04/2021,PBa,,,,0
01/04/2021,RH,82.0,22.0,52.01754385964912,0
01/04/2021,TMP,25.1,6.4,15.238888888888889,0
01/04/2021,WDR,360.0,0.0,192.7159090909091,0
01/04/2021,WSP,10.4,0.7,4.4170454545454545,0
01/04/2022,PBa,,,,0
01/04/2022,RH,81.0,8.0,27.167279411764707,0
01/04/2022,TMP,32.4,4.9,20.38051470588235,0
01/04/2022,WDR,359.0,0.0,171.30516431924883,0
01/04/2022,WSP,9.5,0.0,2.4748043818466354,0
01/04/2023,RH,99.0,5.0,38.73225806451613,0
01/04/2023,TMP,31.5,3.7,20.401845637583893,0
01/04/2023,WDR,359.0,0.0,170.41107382550337,0
01/04/2023,WSP,7.4,0.0,2.1807046979865774,0
01/04/2024,RH,80.0,6.0,28.07894736842105,0
01/04/2024,TMP,30.9,0.7,20.462162162162162,0
01/04/2024,WDR,360.0,3.0,180.50159744408947,0
01/04/2024,WSP,19.9,0.9,5.76964856230032,0
01/05/2016,PBa,,,,0
01/05/2016,RH,77.0,6.0,24.38888888888889,0
01/05/2016,TMP,30.9,1.9,20.390942028985506,0
01/05/2016,WDR,359.0,2.0,197.44618055555554,0
01/05/2016,WSP,6.3,0.1,2.1508680555555557,0
01/05/2017,PBa,,,,0
01/05/2017,RH,76.0,3.0,30.01121794871795,0
01/05/2017,TMP,31.6,3.6,20.420666666666666,0
01/05/2017,WDR,358.0,0.0,166.83666666666667,0
01/05/2017,WSP,11.0,0.1,2.234,0
01/05/2018,PBa,,,,0
01/05/2018,RH,100.0,15.0,54.339285714285715,0
01/05/2018,TMP,27.0,4.3,17.472708333333333,0
01/05/2018,WDR,358.0,1.0,176.87896825396825,0
01/05/2018,WSP,8.3,0.2,2.261904761904762,0
01/05/2019,PBa,,,,0
01/05/2019,RH,96.0,15.0,50.04373757455269,0
01/05/2019,TMP,31.6,4.0,18.469519832985384,0
01/05/2019,WDR,360.0,1.0,155.20209059233449,0
01/05/2019,WSP,6.7,0.2,1.95,0
01/05/2020,PBa,,,,0
01/05/2020,RH,94.0,23.0,58.94857142857143,0
01/05/2020,TMP,25.9,1.9,15.069581056466303,0
01/05/2020,WDR,360.0,0.0,177.4609523809524,0
01/05/2020,WSP,10.7,0.3,2.0293333333333337,0
01/05/2021,PBa,,,,0
01/05/2021,RH,99.0,22.0,53.08350730688935,0
01/05/2021,TMP,30.3,7.3,18.77340659340659,0
01/05/2021,WDR,359.0,0.0,179.44402277039848,0
01/05/2021,WSP,8.6,0.1,2.24573055028463,0
01/05/2022,PBa,,,,0
01/05/2022,RH,100.0,15.0,40.217592592592595,0
01/05/2022,TMP,29.8,4.8,20.265441176470585,0
01/05/2022,WDR,359.0,0.0,179.3125,0
01/05/2022,WSP,6.5,0.2,2.0964015151515154,0
01/05/2023,RH,81.0,5.0,27.055555555555557,0
01/05/2023,TMP,30.2,1.9,19.4046875,0
01/05/2023,WDR,359.0,0.0,175.52604166666666,0
01/05/2023,WSP,8.7,0.2,2.4109375,0
01/05/2024,RH,75.0,14.0,32.735849056603776,1
01/05/2024,TMP,30.9,7.7,21.716615384615384,1
01/05/2024,WDR,358.0,0.0,156.04040404040404,1
01/05/2024,WSP,19.2,0.7,5.672053872053872,1
01/06/2016,PBa,,,,1
01/06/2016,RH,98.0,35.0,68.01221640488656,1
01/06/2016,TMP,25.4,7.8,17.656029684601116,1
01/06/2016,WDR,360.0,1.0,183.13479052823314,1
01/06/2016,WSP,6.0,0.3,1.9559198542805099,1
01/06/2017,PBa,,,,0
01/06/2017,RH,99.0,35.0,69.38541666666667,0
01/06/2017,TMP,26.4,10.3,17.42173913043478,0
01/06/2017,WDR,360.0,0.0,173.66304347826087,0
01/06/2017,WSP,6.8,0.2,2.097463768115942,0
01/06/2018,PBa,,,,0
01/06/2018,RH,90.0,4.0,38.16087751371115,0
01/06/2018,TMP,30.9,4.3,20.540361445783134,0
01/06/2018,WDR,360.0,0.0,170.11700182815358,0
01/06/2018,WSP,9.6,0.4,2.7711151736745885,0
01/06/2019,PBa,,,,0
01/06/2019,RH,91.0,25.0,55.39363817097416,0
01/06/2019,TMP,27.8,7.6,19.006361829025845,0
01/06/2019,WDR,360.0,0.0,177.56884057971016,0
01/06/2019,WSP,7.2,0.4,2.8788043478260867,0
01/06/2020,PBa,,,,0
01/06/2020,RH,95.0,24.0,59.3828125,0
01/06/2020,TMP,26.9,7.0,18.0169921875,0
01/06/2020,WDR,360.0,0.0,199.95335820895522,0
01/06/2020,WSP,7.0,0.0,2.4276119402985077,0
01/06/2021,PBa,,,,0
01/06/2021,RH,100.0,18.0,50.38805970149254,0
01/06/2021,TMP,31.0,7.6,19.634848484848487,0
01/06/2021,WDR,360.0,1.0,165.1375,0
01/06/2021,WSP,8.4,0.0,2.4510714285714283,0
01/06/2022,PBa,,,,0
01/06/2022,RH,100.0,24.0,54.266666666666666,0
01/06/2022,TMP,27.3,5.6,18.058284600389864,0
01/06/2022,WDR,360.0,0.0,176.01803278688524,0
01/06/2022,WSP,9.6,0.2,2.789344262295082,0
01/06/2023,RH,100.0,16.0,49.678030303030305,0
01/06/2023,TMP,31.8,9.3,21.362068965517242,0
01/06/2023,WDR,359.0,1.0,154.9590747330961,0
01/06/2023,WSP,6.1,0.1,2.4395017793594307,0
01/06/2024,RH,82.0,2.0,28.626702997275203,0
01/06/2024,TMP,35.3,5.8,22.774608150470222,0
01/06/2024,WDR,360.0,1.0,149.7170868347339,0
01/06/2024,WSP,19.7,0.2,4.622408963585435,0
01/07/2016,PBa,,,,0
01/07/2016,RH,100.0,38.0,79.48309178743962,0
01/07/2016,TMP,26.5,8.1,16.051926298157454,0
01/07/2016,WDR,360.0,1.0,185.43280977312392,0
01/07/2016,WSP,7.1,0.1,1.53804537521815,0
01/07/2017,PBa,,,,0
01/07/2017,RH,100.0,35.0,76.735,0
01/07/2017,TMP,24.6,9.2,16.100173611111114,0
01/07/2017,WDR,360.0,0.0,165.078125,0
01/07/2017,WSP,8.2,0.1,1.6319444444444444,0
01/07/2018,PBa,,,,0
01/07/2018,RH,98.0,18.0,54.60576923076923,0
01/07/2018,TMP,27.2,4.4,18.292115384615386,0
01/07/2018,WDR,360.0,0.0,164.14695945945945,0
01/07/2018,WSP,9.3,0.0,2.170777027027027,0
01/07/2019,PBa,,,,0
01/07/2019,RH,94.0,31.0,65.33168316831683,0
01/07/2019,TMP,26.2,8.1,16.16495327102804,0
01/07/2019,WDR,360.0,1.0,191.44615384615383,0
01/07/2019,WSP,5.0,0.3,2.0376923076923075,0
01/07/2020,PBa,,,,0
01/07/2020,RH,92.0,23.0,59.06666666666667,0
01/07/2020,TMP,29.0,8.3,19.218290258449304,0
01/07/2020,WDR,359.0,2.0,139.18886679920476,0
01/07/2020,WSP,7.9,0.3,2.143737574552684,0
01/07/2021,PBa,,,,0
01/07/2021,RH,100.0,47.0,77.58545454545454,0
01/07/2021,TMP,24.6,10.0,16.10776892430279,0
01/07/2021,WDR,360.0,1.0,201.16724738675958,0
01/07/2021,WSP,5.3,0.0,1.6547038327526131,0
01/07/2022,PBa,,,,0
01/07/2022,RH,100.0,24.0,62.94894366197183,0
01/07/2022,TMP,29.9,7.4,18.43988970588235,0
01/07/2022,WDR,360.0,1.0,162.92691622103388,0
01/07/2022,WSP,6.0,0.0,1.8269162210338683,0
01/07/2023,RH,100.0,22.0,63.490018148820326,0
01/07/2023,TMP,28.7,9.5,18.320765027322405,0
01/07/2023,WDR,360.0,0.0,149.22282608695653,0
01/07/2023,WSP,6.0,0.0,1.8490942028985509,0
01/07/2024,RH,100.0,50.0,82.95714285714286,0
01/07/2024,TMP,22.5,9.4,15.675739644970413,0
01/07/2024,WDR,357.0,1.0,182.84848484848484,0
01/07/2024,WSP,12.5,0.2,4.362626262626263,0
01/08/2016,PBa,,,,0
01/08/2016,RH,96.0,31.0,67.09722222222223,0
01/08/2016,TMP,25.8,7.1,16.817708333333332,0
01/08/2016,WDR,360.0,1.0,186.94202898550725,0
01/08/2016,WSP,8.3,0.3,1.9722826086956522,0
01/08/2017,PBa,,,,0
01/08/2017,RH,95.0,19.0,58.36666666666667,0
01/08/2017,TMP,27.0,6.7,18.42998171846435,0
01/08/2017,WDR,360.0,0.0,163.75717017208413,0
01/08/2017,WSP,9.7,0.3,2.2977055449330783,0
01/08/2018,PBa,,,,0
01/08/2018,RH,95.0,17.0,57.01934235976789,0
01/08/2018,TMP,26.2,9.7,18.106181818181817,0
01/08/2018,WDR,360.0,0.0,152.7011884550085,0
01/08/2018,WSP,11.7,0.2,2.9478777589134126,0
01/08/2019,PBa,,,,0
01/08/2019,RH,95.0,18.0,54.034220532319395,0
01/08/2019,TMP,27.4,4.5,17.635171102661598,0
01/08/2019,WDR,360.0,0.0,163.02250803858522,0
01/08/2019,WSP,9.4,0.2,2.2816720257234726,0
01/08/2020,PBa,,,,0
01/08/2020,RH,97.0,39.0,71.31875,0
01/08/2020,TMP,24.9,8.6,17.055357142857144,0
01/08/2020,WDR,360.0,0.0,196.90398550724638,0
01/08/2020,WSP,6.7,0.0,1.5914855072463767,0
01/08/2021,PBa,,,,0
01/08/2021,RH,100.0,26.0,70.41477272727273,0
01/08/2021,TMP,28.2,6.4,16.18267543859649,0
01/08/2021,WDR,360.0,1.0,193.72420634920636,0
01/08/2021,WSP,7.0,0.0,1.5517857142857143,0
01/08/2022,PBa,,,,0
01/08/2022,RH,100.0,29.0,65.4836956521739,0
01/08/2022,TMP,25.3,6.7,16.38373015873016,0
01/08/2022,WDR,360.0,0.0,209.97826086956522,0
01/08/2022,WSP,7.2,0.0,2.083695652173913,0
01/08/2023,RH,100.0,31.0,68.87848605577689,0
01/08/2023,TMP,27.9,9.1,17.45219123505976,0
01/08/2023,WDR,360.0,0.0,219.90727272727273,0
01/08/2023,WSP,7.8,0.0,2.0816363636363637,0
01/08/2024,RH,100.0,24.0,67.53863636363636,0
01/08/2024,TMP,26.5,7.4,17.476875,0
01/08/2024,WDR,359.0,0.0,151.9262086513995,0
01/08/2024,WSP,12.0,0.1,4.320610687022901,0
01/09/2016,PBa,,,,0
01/09/2016,RH,98.0,39.0,68.64855072463769,0
01/09/2016,TMP,25.8,6.0,17.4459165154265,0
01/09/2016,WDR,360.0,1.0,212.78442028985506,0
01/09/2016,WSP,7.0,0.3,2.448550724637681,0
01/09/2017,PBa,,,,0
01/09/2017,RH,100.0,37.0,76.82990654205608,0
01/09/2017,TMP,23.5,12.6,16.82280701754386,0
01/09/2017,WDR,360.0,1.0,177.1425485961123,0
01/09/2017,WSP,6.5,0.1,1.941036717062635,0
01/09/2018,PBa,,,,0
01/09/2018,RH,100.0,27.0,66.80113636363636,0
01/09/2018,TMP,26.2,6.2,17.484375,0
01/09/2018,WDR,360.0,2.0,170.38715277777777,0
01/09/2018,WSP,6.9,0.0,1.7067708333333333,0
01/09/2019,PBa,,,,0
01/09/2019,RH,86.0,14.0,49.26304801670146,0
01/09/2019,TMP,27.0,7.3,17.87661795407098,0
01/09/2019,WDR,360.0,0.0,181.2270450751252,0
01/09/2019,WSP,8.5,0.0,2.5181969949916527,0
01/09/2020,PBa,,,,0
01/09/2020,RH,95.0,27.0,60.68916155419223,0
01/09/2020,TMP,27.2,6.4,18.501022494887525,0
01/09/2020,WDR,360.0,2.0,181.95906432748538,0
01/09/2020,WSP,5.1,0.0,1.9210526315789473,0
01/09/2021,PBa,,,,0
01/09/2021,RH,100.0,44.0,78.80838323353294,0
01/09/2021,TMP,26.1,9.6,16.08665297741273,0
01/09/2021,WDR,359.0,0.0,178.04103671706264,0
01/09/2021,WSP,3.8,0.0,1.3814254859611232,0
01/09/2022,PBa,,,,0
01/09/2022,RH,100.0,30.0,60.46857142857143,0
01/09/2022,TMP,26.0,8.1,18.194810379241517,0
01/09/2022,WDR,360.0,0.0,197.51001821493625,0
01/09/2022,WSP,7.2,0.1,2.6091074681238617,0
01/09/2023,RH,100.0,31.0,70.27037773359841,0
01/09/2023,TMP,28.5,7.9,17.237972166998013,0
01/09/2023,WDR,360.0,0.0,135.47731397459165,0
01/09/2023,WSP,5.9,0.0,1.5563636363636364,0
01/09/2024,RH,100.0,29.0,71.02637362637363,0
01/09/2024,TMP,27.2,10.7,17.956270096463022,0
01/09/2024,WDR,359.0,0.0,149.01388888888889,0
01/09/2024,WSP,9.1,0.1,3.542361111111111,0
01/10/2016,PBa,,,,0
01/10/2016,RH,99.0,32.0,72.22851919561244,0
01/10/2016,TMP,25.1,8.9,16.252468007312615,0
01/10/2016,WDR,360.0,1.0,179.18164435946463,0
01/10/2016,WSP,6.8,0.1,1.6720841300191205,0
01/10/2017,PBa,,,,0
01/10/2017,RH,100.0,41.0,77.00521739130434,0
01/10/2017,TMP,25.0,11.4,16.618511796733213,0
01/10/2017,WDR,360.0,0.0,243.6159420289855,0
01/10/2017,WSP,6.7,0.3,2.216123188405797,0
01/10/2018,PBa,,,,0
01/10/2018,RH,91.0,34.0,62.980132450331126,0
01/10/2018,TMP,25.0,11.2,17.038655462184874,0
01/10/2018,WDR,360.0,0.0,199.0648854961832,0
01/10/2018,WSP,7.1,0.4,2.536259541984733,0
01/10/2019,PBa,,,,0
01/10/2019,RH,97.0,32.0,68.70378151260505,0
01/10/2019,TMP,26.4,8.8,16.92848948374761,0
01/10/2019,WDR,360.0,0.0,160.76146788990826,0
01/10/2019,WSP,10.2,0.0,1.9457186544342508,0
01/10/2020,PBa,,,,0
01/10/2020,RH,94.0,11.0,48.271929824561404,0
01/10/2020,TMP,25.6,4.5,15.324166666666667,0
01/10/2020,WDR,360.0,0.0,215.33680555555554,0
01/10/2020,WSP,7.9,0.0,2.55,0
01/10/2021,PBa,,,,0
01/10/2021,RH,100.0,36.0,73.3876811594203,0
01/10/2021,TMP,25.4,7.3,15.847569444444446,0
01/10/2021,WDR,360.0,1.0,169.92572463768116,0
01/10/2021,WSP,6.2,0.0,1.6184782608695651,0
01/10/2022,PBa,,,,0
01/10/2022,RH,100.0,16.0,55.347328244274806,0
01/10/2022,TMP,26.3,5.6,15.478515625,0
01/10/2022,WDR,360.0,1.0,190.60284810126583,0
01/10/2022,WSP,8.9,0.0,2.000632911392405,0
01/10/2023,RH,100.0,21.0,57.61179361179361,0
01/10/2023,TMP,30.0,9.7,18.581770833333334,0
01/10/2023,WDR,360.0,0.0,212.80278884462152,0
01/10/2023,WSP,5.7,0.0,2.1850597609561753,0
01/10/2024,RH,100.0,51.0,74.56862745098039,0
01/10/2024,TMP,21.5,8.7,14.835606060606061,0
01/10/2024,WDR,360.0,0.0,258.6119791666667,0
01/10/2024,WSP,13.1,0.1,5.853645833333334,0
01/11/2016,PBa,,,,0
01/11/2016,RH,99.0,23.0,64.3731884057971,0
01/11/2016,TMP,26.7,1.9,15.603623188405798,0
01/11/2016,WDR,360.0,1.0,196.89217391304348,0
01/11/2016,WSP,7.4,0.1,1.6497391304347826,0
01/11/2017,PBa,,,,0
01/11/2017,RH,99.0,29.0,66.53691275167785,0
01/11/2017,TMP,27.2,6.1,17.603846153846153,0
01/11/2017,WDR,359.0,0.0,165.7080291970803,0
01/11/2017,WSP,5.1,0.0,1.4788321167883212,0
01/11/2018,PBa,,,,0
01/11/2018,RH,95.0,39.0,73.55357142857143,0
01/11/2018,TMP,23.5,9.2,15.299999999999999,0
01/11/2018,WDR,359.0,1.0,161.2,0
01/11/2018,WSP,4.7,0.0,1.3182608695652174,0
01/11/2019,PBa,,,,0
01/11/2019,RH,93.0,34.0,67.98611111111111,0
01/11/2019,TMP,25.6,6.7,15.353804347826086,0
01/11/2019,WDR,360.0,0.0,184.55448717948718,0
01/11/2019,WSP,6.4,0.2,1.9006410256410255,0
01/11/2020,PBa,,,,0
01/11/2020,RH,93.0,21.0,57.88690476190476,0
01/11/2020,TMP,27.6,3.0,15.393371212121211,0
01/11/2020,WDR,360.0,0.0,196.20993589743588,0
01/11/2020,WSP,11.3,0.0,3.2746794871794873,0
01/11/2021,PBa,,,,0
01/11/2021,RH,100.0,16.0,45.40892857142857,0
01/11/2021,TMP,26.9,3.5,16.115924657534247,0
01/11/2021,WDR,360.0,0.0,206.50932835820896,0
01/11/2021,WSP,6.5,0.1,1.8257462686567165,0
01/11/2022,PBa,,,,0
01/11/2022,RH,97.0,27.0,58.07306889352818,0
01/11/2022,TMP,26.5,6.1,17.322338204592903,0
01/11/2022,WDR,360.0,0.0,199.56521739130434,0
01/11/2022,WSP,5.9,0.0,2.0664347826086957,0
01/11/2023,RH,100.0,31.0,64.70436507936508,0
01/11/2023,TMP,23.8,4.0,13.584722222222224,0
01/11/2023,WDR,360.0,0.0,191.9943181818182,0
01/11/2023,WSP,5.7,0.1,2.078409090909091,0
01/11/2024,RH,100.0,27.0,64.8378947368421,0
01/11/2024,TMP,24.9,7.1,16.589250814332246,0
01/11/2024,WDR,360.0,1.0,192.8543046357616,0
01/11/2024,WSP,11.8,0.1,4.324944812362031,0
01/12/2016,PBa,,,,0
01/12/2016,RH,98.0,20.0,56.28804347826087,0
01/12/2016,TMP,28.0,6.1,16.73840579710145,0
01/12/2016,WDR,360.0,1.0,171.55729166666666,0
01/12/2016,WSP,6.3,0.2,1.7291666666666667,0
01/12/2017,PBa,,,,0
01/12/2017,RH,96.0,6.0,48.131832797427656,0
01/12/2017,TMP,22.5,-4.8,10.988166666666666,0
01/12/2017,WDR,360.0,0.0,175.79166666666666,0
01/12/2017,WSP,5.3,0.1,1.627,0
01/12/2018,PBa,,,,0
01/12/2018,RH,97.0,21.0,62.76294820717131,0
01/12/2018,TMP,27.9,5.4,16.166730038022816,0
01/12/2018,WDR,360.0,1.0,155.27177700348432,0
01/12/2018,WSP,7.5,0.0,2.1198606271777,0
01/12/2019,PBa,,,,0
01/12/2019,RH,94.0,15.0,50.41187384044527,0
01/12/2019,TMP,26.7,3.6,16.9940108892922,0
01/12/2019,WDR,360.0,0.0,189.25200642054574,0
01/12/2019,WSP,8.5,0.0,2.4497592295345103,0
01/12/2020,PBa,,,,0
01/12/2020,RH,93.0,25.0,57.26470588235294,0
01/12/2020,TMP,23.9,4.1,14.4398,0
01/12/2020,WDR,360.0,0.0,164.06867671691793,0
01/12/2020,WSP,6.6,0.2,2.253601340033501,0
01/12/2021,PBa,,,,0
01/12/2021,RH,100.0,15.0,45.66918714555766,0
01/12/2021,TMP,28.1,2.8,15.356899810964084,0
01/12/2021,WDR,360.0,2.0,191.2930693069307,0
01/12/2021,WSP,6.2,0.0,1.997029702970297,0
01/12/2022,PBa,,,,0
01/12/2022,RH,100.0,21.0,60.71272727272727,0
01/12/2022,TMP,23.9,3.3,14.488,0
01/12/2022,WDR,360.0,0.0,212.29264214046822,0
01/12/2022,WSP,6.2,0.2,2.2887959866220737,0
01/12/2023,RH,100.0,26.0,62.356540084388186,0
01/12/2023,TMP,24.2,6.6,15.477209302325582,0
01/12/2023,WDR,360.0,1.0,153.49003984063745,0
01/12/2023,WSP,5.7,0.0,1.9127490039840638,0
01/12/2024,RH,94.0,7.0,37.404761904761905,0
01/12/2024,TMP,26.0,-1.1,14.952546296296296,0
01/12/2024,WDR,360.0,0.0,183.77083333333334,0
01/12/2024,WSP,11.4,0.2,4.0841666666666665,0
02/01/2016,PBa,,,,0
